"0"," 0"," 129"," 138"," 141"," 141"," 141"," 144"," 146"," 148"," 150"," 157"," 180"," 186"," 212"," 224"
"0"," 0"," 399"," 1506"," 2513"," 4989"," 11690"," 16266"," 20833"," 52844"," 145300"," 202266"," 218748"," 247038"," 342633"," 404380"
"0"," 0"," 261"," 645"," 847"," 962"," 1106"," 1368"," 2056"," 2500"," 2886"," 6707"," 10682"," 11982"," 12717"," 13310"
"0"," 0"," 15"," 151"," 224"," 299"," 353"," 882"," 13373"," 52706"," 90713"," 124630"," 140145"," 141896"," 142434"," 142817"
"0"," 0"," 2"," 11"," 63"," 170"," 387"," 445"," 508"," 585"," 688"," 818"," 1632"," 2209"," 2810"," 3995"
"0"," 0"," 6"," 121"," 435"," 1227"," 2451"," 3884"," 6024"," 8793"," 10761"," 11840"," 14070"," 15400"," 17470"," 23882"
"1"," 1"," 109"," 122"," 125"," 141"," 239"," 274"," 277"," 291"," 326"," 378"," 466"," 820"," 2440"," 13402"
"0"," 0"," 193"," 1832"," 5904"," 12592"," 17255"," 19142"," 20838"," 21793"," 24445"," 26277"," 29617"," 35714"," 47669"," 72250"
"0"," 0"," 690"," 5355"," 7010"," 8108"," 10843"," 13902"," 18062"," 27664"," 58177"," 100428"," 124208"," 133504"," 148332"," 190734"
"1"," 8"," 1013"," 2112"," 2573"," 2916"," 3641"," 5790"," 9138"," 14381"," 33238"," 51990"," 66779"," 79194"," 100048"," 129482"
"0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"0"," 0"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"," 13"
"0"," 0"," 103"," 277"," 295"," 325"," 415"," 1214"," 1993"," 5723"," 16825"," 24700"," 29564"," 31859"," 34122"," 38729"
"0"," 0"," 70"," 118"," 132"," 165"," 170"," 191"," 200"," 343"," 501"," 599"," 1256"," 1430"," 1613"," 1915"
"0"," 0"," 152"," 258"," 261"," 261"," 266"," 269"," 274"," 291"," 338"," 390"," 408"," 988"," 1019"," 1076"
"0"," 0"," 1"," 5"," 5"," 5"," 5"," 5"," 5"," 10"," 15"," 24"," 35"," 47"," 47"," 57"
"0"," 0"," 147"," 947"," 1056"," 1062"," 1069"," 1085"," 1088"," 1109"," 1305"," 1486"," 1580"," 1641"," 1716"," 2427"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 181"," 266"," 294"," 357"," 395"," 501"
"3"," 11"," 1966"," 17395"," 29390"," 36961"," 41178"," 44279"," 54059"," 78532"," 119897"," 186355"," 272917"," 306057"," 356576"," 472291"
"0"," 0"," 21"," 27"," 27"," 27"," 36"," 44"," 59"," 64"," 72"," 94"," 111"," 132"," 159"," 177"
"0"," 1"," 4162"," 27550"," 51059"," 55458"," 59312"," 62492"," 74288"," 106016"," 142371"," 202641"," 262583"," 287740"," 311091"," 349773"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 13"," 13"," 13"," 13"," 13"," 13"
"0"," 0"," 184"," 389"," 646"," 785"," 1319"," 1619"," 1913"," 3144"," 8564"," 15350"," 23864"," 28647"," 33590"," 41098"
"0"," 0"," 5"," 11"," 11"," 11"," 14"," 15"," 15"," 23"," 47"," 60"," 70"," 72"," 74"," 81"
"0"," 0"," 3"," 50"," 1011"," 3745"," 4608"," 4711"," 4829"," 4866"," 4913"," 4963"," 4981"," 5004"," 5161"," 6411"
"0"," 0"," 7"," 73"," 778"," 866"," 936"," 1013"," 1200"," 1483"," 1688"," 2113"," 3376"," 3973"," 4533"," 4817"
"0"," 2"," 2844"," 17702"," 123550"," 279393"," 355667"," 411726"," 462991"," 510256"," 551743"," 608973"," 727109"," 824625"," 995538"," 1198245"
"237"," 990"," 990"," 991"," 991"," 991"," 991"," 991"," 991"," 991"," 992"," 993"," 994"," 994"," 994"," 994"
"139"," 411"," 580"," 593"," 593"," 922"," 933"," 935"," 936"," 942"," 951"," 987"," 1038"," 1049"," 1049"," 1057"
"211"," 576"," 579"," 579"," 579"," 582"," 583"," 583"," 584"," 589"," 590"," 590"," 591"," 591"," 591"," 596"
"120"," 296"," 343"," 356"," 358"," 363"," 366"," 383"," 409"," 437"," 489"," 513"," 541"," 551"," 561"," 592"
"29"," 91"," 138"," 139"," 139"," 164"," 167"," 169"," 170"," 177"," 182"," 182"," 187"," 187"," 193"," 193"
"436"," 1349"," 1494"," 1588"," 1595"," 1641"," 1680"," 1740"," 1827"," 1922"," 1989"," 2046"," 2125"," 2212"," 2282"," 2344"
"87"," 252"," 254"," 254"," 254"," 254"," 255"," 255"," 259"," 260"," 263"," 264"," 267"," 267"," 267"," 271"
"29"," 146"," 146"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"," 147"
"52"," 168"," 168"," 168"," 169"," 171"," 171"," 171"," 171"," 171"," 171"," 171"," 171"," 171"," 171"," 188"
"82"," 318"," 321"," 328"," 328"," 349"," 349"," 365"," 365"," 373"," 373"," 373"," 1313"," 1317"," 1317"," 1317"
"59"," 480"," 484"," 944"," 945"," 947"," 947"," 948"," 948"," 949"," 949"," 964"," 1583"," 1610"," 1610"," 1610"
"352"," 1272"," 1276"," 1276"," 1276"," 1276"," 1276"," 1276"," 1281"," 1284"," 1289"," 1299"," 1303"," 1304"," 1311"," 1312"
"12"," 95"," 714"," 1037"," 1084"," 1205"," 3272"," 4810"," 5087"," 5323"," 6314"," 8846"," 10452"," 11005"," 11467"," 11774"
"5806"," 66337"," 67801"," 68128"," 68135"," 68135"," 68135"," 68139"," 68139"," 68139"," 68148"," 68149"," 68150"," 68151"," 68152"," 68158"
"332"," 1018"," 1018"," 1019"," 1019"," 1019"," 1019"," 1019"," 1019"," 1020"," 1020"," 1021"," 1032"," 1036"," 1042"," 1044"
"20"," 75"," 107"," 201"," 235"," 238"," 258"," 261"," 266"," 291"," 327"," 364"," 366"," 367"," 375"," 380"
"168"," 631"," 646"," 653"," 653"," 654"," 655"," 665"," 666"," 672"," 680"," 684"," 694"," 704"," 710"," 719"
"240"," 935"," 937"," 937"," 937"," 932"," 932"," 935"," 935"," 935"," 935"," 935"," 935"," 935"," 937"," 937"
"14"," 93"," 98"," 111"," 155"," 155"," 157"," 157"," 157"," 157"," 157"," 157"," 551"," 573"," 573"," 573"
"48"," 121"," 139"," 146"," 149"," 155"," 241"," 262"," 271"," 283"," 289"," 351"," 400"," 406"," 407"," 408"
"7"," 10"," 41"," 45"," 45"," 46"," 46"," 46"," 46"," 46"," 46"," 46"," 47"," 48"," 48"," 49"
"21"," 73"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"," 75"
"8"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"," 18"
"87"," 245"," 253"," 306"," 308"," 320"," 324"," 365"," 409"," 455"," 499"," 507"," 539"," 551"," 567"," 590"
"184"," 756"," 774"," 787"," 792"," 792"," 799"," 831"," 832"," 847"," 854"," 862"," 866"," 869"," 870"," 876"
"135"," 337"," 509"," 652"," 672"," 712"," 748"," 904"," 1006"," 1181"," 1332"," 1516"," 1698"," 1796"," 1885"," 1987"
"39"," 133"," 136"," 197"," 198"," 198"," 201"," 203"," 204"," 212"," 221"," 224"," 238"," 240"," 241"," 251"
"177"," 538"," 550"," 561"," 575"," 595"," 604"," 652"," 693"," 744"," 808"," 853"," 870"," 900"," 948"," 981"
"32"," 136"," 174"," 190"," 192"," 198"," 205"," 229"," 240"," 270"," 300"," 309"," 344"," 356"," 373"," 385"
"1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"17"," 76"," 76"," 76"," 76"," 76"," 639"," 902"," 902"," 956"," 980"," 980"," 980"," 980"," 980"," 980"
"83"," 174"," 182"," 185"," 185"," 185"," 191"," 199"," 209"," 213"," 219"," 230"," 231"," 233"," 247"," 343"
"538"," 1205"," 1257"," 1268"," 1268"," 1269"," 1270"," 1278"," 1282"," 1286"," 1294"," 1306"," 1316"," 1321"," 1323"," 1344"
"0"," 0"," 906"," 6507"," 29383"," 97846"," 295508"," 615094"," 829679"," 1074184"," 1316806"," 1642775"," 2094884"," 2251690"," 2406377"," 2859724"
"0"," 0"," 0"," 1"," 106"," 303"," 378"," 423"," 479"," 545"," 611"," 823"," 2726"," 3571"," 3696"," 3834"
"0"," 0"," 19"," 220"," 611"," 1087"," 3200"," 3979"," 5089"," 5290"," 5774"," 7107"," 7887"," 8820"," 9681"," 10678"
"0"," 0"," 98"," 572"," 3070"," 7039"," 9070"," 10097"," 10659"," 11306"," 12772"," 17658"," 22771"," 25913"," 28142"," 29853"
"0"," 0"," 347"," 719"," 1056"," 3459"," 17820"," 41287"," 75760"," 109971"," 139638"," 169321"," 193276"," 204341"," 216764"," 250991"
"0"," 0"," 179"," 1275"," 2833"," 9499"," 16047"," 18067"," 19724"," 20716"," 21331"," 22490"," 28399"," 32754"," 43889"," 46036"
"0"," 6"," 867"," 2076"," 2246"," 2777"," 5139"," 10269"," 16593"," 49316"," 128442"," 210837"," 232426"," 242973"," 271632"," 332183"
"0"," 0"," 186"," 1501"," 2045"," 2341"," 2608"," 4032"," 5597"," 6887"," 8284"," 11863"," 26686"," 49779"," 75263"," 106707"
"0"," 0"," 262"," 850"," 944"," 998"," 1114"," 1488"," 1755"," 4366"," 10565"," 22019"," 30876"," 34707"," 45864"," 65233"
"0"," 0"," 3308"," 7682"," 9268"," 11954"," 16574"," 24618"," 70763"," 335102"," 523298"," 718661"," 984774"," 1235480"," 1532332"," 1630758"
"0"," 0"," 169"," 187"," 187"," 187"," 225"," 411"," 467"," 495"," 503"," 610"," 654"," 658"," 661"," 664"
"0"," 0"," 10"," 11"," 13"," 13"," 14"," 14"," 14"," 17"," 18"," 27"," 30"," 30"," 31"," 31"
"0"," 3"," 2860"," 9158"," 11669"," 12768"," 13789"," 16985"," 27998"," 46351"," 80481"," 163479"," 198472"," 211195"," 230603"," 250554"
"0"," 705"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"," 712"
"0"," 0"," 30"," 1089"," 3354"," 4682"," 5084"," 5387"," 5416"," 5561"," 5679"," 5831"," 5932"," 6066"," 8002"," 11100"
"0"," 0"," 12"," 16"," 16"," 18"," 18"," 20"," 30"," 50"," 85"," 88"," 117"," 142"," 161"," 174"
"0"," 0"," 1109"," 6972"," 17285"," 32568"," 69649"," 94715"," 112209"," 127018"," 143988"," 170785"," 214060"," 239617"," 252727"," 266561"
"0"," 0"," 2240"," 24934"," 39098"," 56432"," 85355"," 113767"," 137047"," 168192"," 192685"," 212512"," 250828"," 286155"," 328755"," 381862"
"0"," 1"," 710"," 5537"," 24985"," 68311"," 94078"," 98939"," 103198"," 107555"," 115911"," 138062"," 165951"," 182424"," 202131"," 227552"
"0"," 0"," 32"," 395"," 2517"," 6438"," 16632"," 25729"," 29077"," 33826"," 38941"," 46242"," 54966"," 60181"," 64726"," 69198"
"0"," 0"," 12"," 315"," 1306"," 2001"," 4821"," 4941"," 5030"," 5088"," 5153"," 5277"," 5516"," 6005"," 6914"," 7694"
"0"," 0"," 15"," 39"," 39"," 203"," 279"," 319"," 375"," 463"," 577"," 1320"," 2135"," 2847"," 3285"," 3671"
"0"," 1"," 745"," 1689"," 1869"," 1989"," 2064"," 2375"," 3371"," 4905"," 12308"," 27990"," 44208"," 65600"," 106424"," 122019"
"0"," 0"," 9"," 100"," 285"," 812"," 2648"," 4577"," 5482"," 5917"," 6419"," 9358"," 15711"," 17014"," 17337"," 18458"
"0"," 0"," 26"," 131"," 1172"," 5846"," 17530"," 52131"," 75368"," 96169"," 110074"," 124264"," 137650"," 159072"," 206589"," 257442"
"0"," 0"," 5"," 18"," 18"," 18"," 27"," 28"," 32"," 34"," 42"," 49"," 55"," 59"," 67"," 117"
"1"," 3"," 1418"," 4995"," 6859"," 7214"," 7432"," 8086"," 9992"," 16113"," 24912"," 36107"," 45238"," 57672"," 77452"," 86808"
"0"," 0"," 43"," 126"," 499"," 4004"," 7799"," 9115"," 9955"," 10536"," 11204"," 13045"," 16083"," 16627"," 16922"," 19264"
"0"," 0"," 36"," 58"," 60"," 62"," 62"," 573"," 1852"," 7262"," 14372"," 16926"," 18060"," 18387"," 18627"," 18758"
"0"," 0"," 114"," 151"," 162"," 182"," 265"," 1269"," 5528"," 7605"," 8344"," 8620"," 9156"," 9968"," 11512"," 13770"
"0"," 0"," 128"," 178"," 200"," 242"," 269"," 615"," 1543"," 3552"," 5413"," 6072"," 6370"," 6746"," 7679"," 10491"
"0"," 0"," 94"," 539"," 1699"," 2603"," 2962"," 3301"," 3779"," 4366"," 5181"," 5890"," 8231"," 16861"," 19408"," 20055"
"0"," 0"," 16"," 18"," 19"," 21"," 22"," 23"," 27"," 28"," 33"," 38"," 47"," 58"," 121"," 124"
"0"," 0"," 247"," 420"," 471"," 526"," 660"," 1679"," 3993"," 5659"," 8054"," 8972"," 9996"," 12416"," 16586"," 20381"
"0"," 0"," 6"," 6"," 6"," 6"," 8"," 18"," 48"," 83"," 147"," 190"," 360"," 573"," 775"," 974"
"0"," 0"," 0"," 1"," 1"," 1"," 4"," 5"," 16"," 16"," 16"," 16"," 24"," 24"," 24"," 25"
"0"," 0"," 15"," 38"," 41"," 43"," 53"," 213"," 383"," 566"," 717"," 995"," 1234"," 1544"," 1619"," 1745"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 9"," 403"," 444"
"5"," 100"," 51579"," 167326"," 187817"," 196554"," 215135"," 304349"," 578769"," 1374691"," 2223393"," 2616902"," 3186354"," 3732426"," 4611392"," 5571804"
"0"," 0"," 16"," 276"," 2655"," 5394"," 7352"," 8533"," 8766"," 8968"," 9214"," 9571"," 10748"," 14564"," 19550"," 23075"
"0"," 0"," 4"," 11"," 25"," 49"," 498"," 2963"," 3579"," 3672"," 3742"," 3797"," 4090"," 4712"," 5459"," 5898"
"0"," 1"," 110"," 539"," 783"," 928"," 1168"," 1487"," 6192"," 38936"," 135584"," 227420"," 258111"," 270758"," 281761"," 310310"
"5"," 79"," 71808"," 163009"," 183410"," 195418"," 210399"," 244802"," 292913"," 531790"," 1069912"," 1760520"," 2225659"," 2450295"," 2843644"," 3405365"
"0"," 0"," 161"," 2074"," 8070"," 17741"," 35501"," 44298"," 46626"," 48055"," 51667"," 54771"," 67010"," 84023"," 90583"," 92562"
"0"," 4"," 1314"," 2591"," 2917"," 3409"," 4477"," 10317"," 18475"," 39251"," 105271"," 138850"," 156957"," 191100"," 263689"," 345033"
"0"," 0"," 9"," 20"," 23"," 23"," 24"," 24"," 24"," 28"," 41"," 127"," 148"," 148"," 155"," 160"
"0"," 0"," 38"," 599"," 5087"," 18096"," 49789"," 74074"," 91746"," 107939"," 122062"," 138012"," 159504"," 174542"," 193834"," 227671"
"0"," 0"," 22"," 1495"," 3706"," 5391"," 7308"," 9409"," 10652"," 12072"," 13119"," 13722"," 14546"," 15992"," 19908"," 22215"
"0"," 0"," 8"," 205"," 1256"," 1654"," 1981"," 2205"," 2324"," 2413"," 2441"," 2452"," 2634"," 3262"," 3650"," 3734"
"0"," 0"," 12"," 82"," 153"," 245"," 413"," 1306"," 2894"," 4162"," 5406"," 6332"," 7641"," 8585"," 10249"," 13283"
"0"," 0"," 15"," 76"," 1584"," 5847"," 7378"," 8209"," 8740"," 9054"," 9272"," 9999"," 11533"," 12430"," 12758"," 13056"
"0"," 0"," 6"," 11"," 12"," 12"," 12"," 12"," 12"," 27"," 27"," 27"," 27"," 27"," 27"," 27"
"0"," 0"," 141"," 771"," 5202"," 19558"," 42014"," 61014"," 76900"," 96888"," 108253"," 121827"," 147843"," 170304"," 189043"," 212333"
"0"," 0"," 492"," 2775"," 3876"," 4155"," 4505"," 6139"," 26461"," 75321"," 217122"," 322514"," 367586"," 428599"," 652433"," 779348"
"0"," 1"," 1135"," 1797"," 1806"," 1824"," 1885"," 2107"," 2728"," 4865"," 5392"," 5754"," 6002"," 6049"," 6205"," 6472"
"1"," 3"," 1397"," 34863"," 190609"," 585481"," 1695988"," 3691166"," 6312584"," 8184082"," 9462809"," 10266674"," 10757610"," 11112241"," 12221665"," 19164969"
"0"," 0"," 1528"," 10118"," 26473"," 56385"," 108376"," 174796"," 287008"," 410088"," 538883"," 743198"," 1078314"," 1334634"," 1511712"," 1668368"
"0"," 593"," 44605"," 94640"," 151466"," 227662"," 304204"," 375212"," 457219"," 612772"," 962070"," 1225142"," 1417999"," 1631169"," 1885564"," 2499077"
"0"," 13"," 694"," 2085"," 6439"," 49109"," 124609"," 234934"," 362981"," 472630"," 552549"," 595291"," 619636"," 695489"," 850924"," 1065199"
"0"," 1"," 3235"," 20612"," 24990"," 25473"," 26065"," 28811"," 36155"," 61456"," 72544"," 91779"," 196547"," 219592"," 235854"," 248870"
"0"," 6"," 5717"," 15896"," 17079"," 25438"," 71734"," 116906"," 247411"," 314349"," 337191"," 423262"," 643435"," 775807"," 833105"," 838481"
"2"," 1128"," 105792"," 205463"," 232997"," 240578"," 247537"," 269214"," 314861"," 679430"," 1601554"," 2107166"," 2553032"," 2925265"," 3584899"," 4022653"
"0"," 0"," 36"," 422"," 586"," 702"," 878"," 2459"," 6482"," 9094"," 10763"," 12827"," 15653"," 23263"," 39237"," 45578"
"15"," 245"," 2255"," 14284"," 16751"," 18615"," 36234"," 68396"," 83591"," 101327"," 148962"," 235811"," 390166"," 432090"," 474641"," 593264"
"0"," 0"," 274"," 453"," 739"," 1132"," 1193"," 2034"," 11825"," 72607"," 219430"," 294494"," 326855"," 391090"," 611577"," 711373"
"0"," 0"," 343"," 3402"," 10858"," 22308"," 90367"," 130673"," 140707"," 149699"," 174563"," 201196"," 235844"," 262715"," 297472"," 375539"
"0"," 0"," 59"," 396"," 1962"," 6366"," 20636"," 34201"," 38529"," 55192"," 83618"," 96458"," 100773"," 105973"," 134058"," 159318"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"11"," 3150"," 9786"," 10774"," 11503"," 12850"," 14336"," 20182"," 23889"," 26635"," 34652"," 61769"," 78508"," 90031"," 103639"," 122634"
"0"," 0"," 106"," 799"," 1070"," 2799"," 8330"," 13454"," 15620"," 19328"," 39596"," 51144"," 60218"," 68451"," 89181"," 103638"
"0"," 45"," 289"," 4024"," 27043"," 46195"," 66957"," 85109"," 105182"," 125926"," 142635"," 150584"," 165257"," 190852"," 232103"," 273991"
"0"," 0"," 107"," 746"," 1748"," 5506"," 35805"," 43898"," 46669"," 58878"," 73178"," 81034"," 84588"," 86251"," 88538"," 95275"
"0"," 0"," 9"," 19"," 19"," 19"," 20"," 22"," 23"," 24"," 39"," 41"," 44"," 45"," 49"," 757"
"0"," 0"," 398"," 858"," 1066"," 1118"," 1231"," 1396"," 1824"," 5894"," 17075"," 40904"," 66241"," 86186"," 102363"," 118558"
"0"," 4"," 470"," 725"," 1220"," 1778"," 4555"," 17308"," 39634"," 81228"," 127944"," 181503"," 301052"," 375050"," 468400"," 526578"
"0"," 0"," 0"," 0"," 2"," 27"," 604"," 1085"," 1595"," 1953"," 2109"," 3094"," 8664"," 10491"," 10706"," 10731"
"0"," 0"," 3"," 141"," 288"," 780"," 1186"," 1304"," 1343"," 1426"," 1595"," 1779"," 1939"," 2014"," 2042"," 2099"
"0"," 0"," 10"," 61"," 156"," 824"," 3621"," 13966"," 34525"," 61095"," 82809"," 100277"," 118631"," 133338"," 158957"," 177508"
"0"," 0"," 68"," 82"," 82"," 82"," 88"," 107"," 118"," 533"," 1270"," 2136"," 2493"," 2567"," 2670"," 2926"
"0"," 1"," 468"," 1375"," 1667"," 1812"," 2069"," 2900"," 4688"," 14815"," 61311"," 141955"," 182543"," 199145"," 216119"," 247269"
"0"," 1"," 2178"," 3784"," 4018"," 4299"," 6695"," 6625"," 8509"," 17134"," 34678"," 46415"," 50388"," 55110"," 61642"," 67205"
"0"," 0"," 2"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"," 9"
"0"," 0"," 57"," 128"," 771"," 2214"," 10868"," 14863"," 16408"," 17111"," 17341"," 17714"," 19065"," 19831"," 24426"," 37014"
"0"," 0"," 0"," 37"," 284"," 1224"," 4078"," 5566"," 5773"," 5930"," 6028"," 6583"," 23963"," 31945"," 33551"," 34078"
"8"," 25"," 2766"," 6002"," 7819"," 8639"," 8976"," 9340"," 11224"," 31548"," 65697"," 113010"," 214959"," 300752"," 345500"," 408713"
"0"," 0"," 18"," 468"," 1773"," 2361"," 3793"," 7804"," 10291"," 11659"," 13011"," 13757"," 15841"," 19793"," 24079"," 29835"
"0"," 0"," 28"," 490"," 1265"," 2181"," 2535"," 2776"," 3118"," 3554"," 4710"," 7090"," 8091"," 8376"," 10042"," 13858"
"0"," 0"," 169"," 465"," 618"," 670"," 824"," 1883"," 3058"," 6042"," 9873"," 12774"," 17903"," 22482"," 29033"," 30292"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 4"," 4"," 4"," 4"," 4"," 4"
"0"," 0"," 6"," 8"," 530"," 4363"," 6310"," 7048"," 7502"," 7703"," 8601"," 14364"," 16635"," 17207"," 17847"," 18402"
"0"," 0"," 143"," 332"," 335"," 341"," 344"," 356"," 381"," 441"," 504"," 527"," 569"," 610"," 1028"," 1209"
"0"," 4"," 1215"," 19224"," 90664"," 226089"," 424637"," 599560"," 743216"," 924962"," 1113543"," 1426094"," 1864260"," 2086938"," 2238887"," 2344755"
"0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"
"0"," 0"," 353"," 3897"," 8251"," 16613"," 24733"," 36920"," 53042"," 76040"," 107364"," 144818"," 159804"," 185453"," 230241"," 250837"
"0"," 1"," 52"," 95"," 99"," 103"," 120"," 154"," 218"," 359"," 609"," 875"," 1489"," 1956"," 2288"," 2454"
"0"," 0"," 12"," 38"," 179"," 220"," 291"," 304"," 313"," 346"," 801"," 1220"," 1814"," 2952"," 8841"," 37285"
"0"," 0"," 109"," 322"," 324"," 548"," 3073"," 4835"," 10772"," 18341"," 35265"," 48247"," 61659"," 75834"," 91218"," 97389"
"0"," 0"," 617"," 4423"," 7807"," 12533"," 24322"," 62590"," 123653"," 219084"," 356336"," 439193"," 471157"," 483654"," 496097"," 511249"
"0"," 0"," 8"," 76"," 254"," 889"," 1864"," 3916"," 8728"," 12869"," 15701"," 18642"," 38654"," 59350"," 67579"," 69917"
"0"," 0"," 11"," 16"," 24"," 205"," 2129"," 7550"," 11265"," 12935"," 14380"," 23941"," 33944"," 38845"," 44139"," 48351"
"1"," 1"," 5"," 57"," 1572"," 13564"," 19771"," 39460"," 77817"," 170743"," 233452"," 260593"," 270959"," 274143"," 277309"," 323187"
